Name,Code,Inventory,Perennial Inventory,Genetics,Scientific name,Header,Terms,height (ft),Δh (ft),width (ft),Δw(ft),Google patent,Origin,Use,W2W?,History,2022 ideas,Notes,Supplier notes,Suppliers,Pollinator,Attachments,Perennial Seeding,Pollen Pairing,pecan matrix,pecan matrix 2,Pollen shed start,Pollen shed stop,Pollen receive start,Polle n receive stop,last update,Field 33,Bloom time,Flower,Foliage
Coleus campfire,Have,1,"""Coleus campfire (GHpot, 1)""",Selection,Solenostemon scutellarioides 'UF 12-22-1',,patent,,,,,https://patents.google.com/patent/USPP27288P3/en,Cultivar,landscaping,,,,"While not a true perennial, hope to keep cloning.",,,,,,,,,,,,,5/7/2022 4:50pm,,,,
Tephrosia virginiana (Goats rue),Dutch Buffalo Farm,0,,Species,Tephrosia virginiana,,species,,,,,,US - Southeast,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 3",Tephrosia virginiana (Goats rue)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 1:18pm,,,,
Thalia dealbata (Powdery thalia),Dutch Buffalo Farm,0,,Species,Thalia dealbata,,species,,,,,,NC - Piedmont,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 1",Thalia dealbata (Powdery thalia)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 1:18pm,,,,
Thermopsis villosa (Carolina bush pea),Dutch Buffalo Farm,0,,Species,Thermopsis villosa,,species,,,,,,US - Southeast,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 3",Thermopsis villosa (Carolina bush pea)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 1:18pm,,,,
Yucca filamentosa (Bear grass),Dutch Buffalo Farm,0,,Species,Yucca filamentosa,,species,,,,,,NC - Piedmont,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 1",Yucca filamentosa (Bear grass)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 1:18pm,,,,
Acorus calamus (Sweet flag),Dutch Buffalo Farm,0,,Species,Acorus calamus,Acoraceae: Acorus calamus ,species,,,,,,NC - Piedmont,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 1",Acorus calamus (Sweet flag)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 1:18pm,,,,
Elderberry,Have,0,,Species,Sambucus canadensis ,Adoxaceae: Sambucus canadensis (elderberry),species,,,,,,Chatham,"fruit,naturalizing",,"2021 Spring - deer seem to have damaged?! Sigh
20200208 Planted Elderberry, Sambucus canadensis - W of the meadow 201912 Sales Order 6516 from Country Farm & Home Supply, Inc.",,"The root system is very fibrous and shallow, so cultivation should be shallow",,,,,,,,,,,,,6/26/2021 6:37am,,,,
Nova elderberry,Have,1,"""Nova elderberry (OCZSun, 254)""",Clone,Sambucus canadensis ,Adoxaceae: Sambucus canadensis (elderberry),,,,,,,,,,,,,,,,,,,,,,,,,5/5/2024 5:05pm,,,,
York elderberry,Have,1,"""York elderberry (OCZSun, 253)""",Clone,Sambucus canadensis ,Adoxaceae: Sambucus canadensis (elderberry),,,,,,,,,,,,,,York elderberry@Gurney,,,,,,,,,,,5/5/2024 5:04pm,,,,
Delosperma 'Golden Wonder' Wheels of Wonder™ Ice Plant,Interesting,0,,,Delosperma 'Golden Wonder' ,Aizoaceae: Delosperma spp,,,,,,,South Africa,"ground cover,deer ignore,rabbit resistant,6h sun per day,dry soil",,,,"+Aug 20, 2023 -Looking for front walk plants",NewGarden,,,,,,,,,,,,8/20/2023 4:43pm,,"summer,late autumn",yellow,evergreen
"Delosperma 'Mountain Dew' PP 31,543 ",Interesting,0,,,Delosperma 'Mountain Dew',Aizoaceae: Delosperma spp,,,,,,,South Africa,"ground cover,deer ignore,rabbit resistant,6h sun per day,dry soil",,,,"+Aug 20, 2023 -Looking for front walk plants",Plant Delights,,,,,,,,,,,,8/20/2023 4:43pm,,"spring,summer",yellow,evergreen
Delosperma 'Peridot' Jewel of Desert Peridot ,Interesting,0,,,Delosperma 'Peridot' ,Aizoaceae: Delosperma spp,,,,,,,South Africa,"ground cover,deer ignore,rabbit resistant,6h sun per day,dry soil",,,,"+Aug 20, 2023 -Looking for front walk plants",NewGarden,,,,,,,,,,,,8/20/2023 4:43pm,,"summer,late autumn",yellow,evergreen
Delosperma 'Violet Wonder' Wheels of Wonder® ,Interesting,0,,,Delosperma 'Violet Wonder',Aizoaceae: Delosperma spp,,,,,,,South Africa,"ground cover,deer ignore,rabbit resistant,6h sun per day,dry soil",,,,"+Aug 20, 2023 -Looking for front walk plants",NewGarden,,,,,,,,,,,,8/20/2023 4:49pm,,"summer,late autumn",purple,evergreen
Delosperma ‘Jewel of Desert Rosequartz’,Interesting,0,,,Delosperma ‘Jewel of Desert Rosequartz’,Aizoaceae: Delosperma spp,,,,,,,South Africa,"ground cover,deer ignore,rabbit resistant,6h sun per day,dry soil",,,,"+Aug 20, 2023 -Looking for front walk plants",NewGarden,,,,,,,,,,,,8/20/2023 4:43pm,,"summer,late autumn",pink purple,evergreen
Delosperma - general genus notes,Interesting,0,,,Delosperma spp & x,Aizoaceae: Delosperma spp,,,,,,,South Africa,"ground cover,deer ignore,rabbit resistant,6h sun per day,dry soil",,,,"https://www.epicgardening.com/ice-plant/: 
Ice plants like to be very dry throughout the winter. Cut back on watering starting in late fall. If you get snow or hard frost in the winter, don’t water them at all. The leaves might shrink a little from lack of moisture, but that’s preferable to freezing from the inside out! 
Ice plant, like most succulents, doesn’t care much for humidity. Too much is an invitation to pest infestations and rot. Make sure that your ice plant is placed somewhere dry and pruned to allow good air circulation in the foliage. 

QV https://plants.ces.ncsu.edu/plants/delosperma/

",,,,,,,,,,,,,8/20/2023 4:43pm,,"summer,late autumn",,evergreen
Tetragonia expansa (New Zealand Spinach),,0,,Species,Tetragonia expansa (New Zealand Spinach),Aizoaceae: Tetragonia expansa (New Zealand Spinach),species,,,,,,Asia,,,,,,,,,,,,,,,,,,7/4/2021 9:05am,,,,
Liquidambar styraciflua (sweetgum),Have,1,"""Liquidambar styraciflua (sweetgum) (Wal, 137)""",Species,Liquidambar styraciflua,Altingiaceae: Liquidambar styraciflua,species,,,,,,Chatham,,,,,,,,,,,,,,,,,,12/6/2021 9:57am,,,,
Rhus coppalinum (winged/dwarf sumac),Have,2,"""Rhus coppalinum (winged/dwarf sumac) (DEAD, 207)"",""Rhus coppalinum (winged/dwarf sumac) (DEAD, 208)""",Species,Rhus coppalinum,Anacardiaceae: Rhus spp,species,11.00,4.00,15.00,5.00,,,,,,,,,,,,,,,,,,,,3/4/2022 8:10pm,,,,
Rhus glabra (smooth sumac),Have,1,"""Rhus glabra (smooth sumac) (EYBB, 141)""",Species,Rhus glabra,Anacardiaceae: Rhus spp,species,12.00,3.00,12.00,3.00,,,,,"20180121 planted in flat, one had sprouted!, some left over
20180111 switched yesterdays soakers to damp papertowels; began next soaking
20180110 18:30 soaking in warm water
https://sheffields.com/seeds-for-sale/Rhus/glabra///////1293/Smooth-Sumac/Smooth-Sumac
10'

2017 Collected Seed from Old Graham near Alamance Chatham border",,"Shrubs are separate male and female so both are needed for fruiting.
Scarification: Soak in hot tap water, let stand in water for 24 hours.
Stratification: cold stratify for 90 days.
Germination: sow seed 3/8"" deep, tamp the soil, keep moist, mulch the seed bed, can be sown outdoors in the fall for spring germination.
Other: if boiling water treatment does not allow seed to imbibe, sulfuric acid treatment is required.

https://plants.usda.gov/core/profile?symbol=RHGL
http://www.namethatplant.net/plantdetail.shtml?plant=1237",,,,,,,,,,,,,3/4/2022 8:07pm,,,,
Pawpaw ,Have,1,"""Pawpaw  (OCpicnic, 179)""",Selection,Asimina triloba,Annonaceae: Asimina triloba (pawpaw),no patent,,,,,,Chatham,"naturalizing,fruit",,"20170717 Stratification went well but greenhouse cooked the seeds. Try again.

20170102-S-1158138 Sheffields $45.75
Shenandoah Weight: 1 pkt (12 seeds) Collection Locale: Maryland; Crop Year: 2016
Scarification: Soak in water, let stand in water for 24 hours.
Stratification: cold stratify for 90 days.
Germination: sow seed 3/4"" deep, tamp the soil, mulch the seed bed.

20161016 Native seed swap see Seed starting
",,"Andrew Moore’s 2015 book Pawpaw: A Search for America’s Forgotten Fruit.
Read first seven pages of Moore’s first chapter, “What is a Pawpaw,” over on Chelsea Green for a sneak preview! 20180808 from here
",,,,,,,,,,,,,2/13/2022 10:21am,,,,
Pawpaw var Sunflower,Lost,1,"""Pawpaw var Sunflower (DEAD, 175)""",Clone,Asimina triloba,Annonaceae: Asimina triloba (pawpaw),no patent,,,,,,Chatham,"naturalizing,fruit",,"20180926 Starks Bro's Order. Sunflower & Wells selections, planted in orchard",,"Fruit Size Large; Ripens/Harvest September To October 
Low acetogenins per Sheri Crabtree of Kentucky State University

Pawpaws contain various amounts of neurotoxins:
https://www.sciencedirect.com/science/article/pii/S0161813X11001975?via%253Dihub
some people get sick after eating pawpaw fruit:
https://permies.com/t/50190/Intolerance-Pawpaw-Fruit We have not tested Mango. Shenandoah was high in acetogenins. So far we have found levels to be high in: NC-1, Overleese, Mitchell, Middletown, Shenandoah, and Susquehanna, and low in: Sunflower, Wabash, Potomac, Zimmerman, and Wells. — Sheri Crabtree of Kentucky State University

p 56 Cullina, William. Native Trees, Shrubs, & Vines: A Guide to Using, Growing, and Propagating North American Woody Plants. Boston: Houghton Mifflin, 2002.
Propagation easy from seed, need shade, container because of taproot
p 85 Justice",,,,,,,,,,,,,2/13/2022 10:10am,,,,
Pawpaw var Wells,Have,1,"""Pawpaw var Wells (OCpicnic, 77)""",Clone,Asimina triloba,Annonaceae: Asimina triloba (pawpaw),no patent,,,,,,Chatham,"naturalizing,fruit",,"20180926 Starks Bro's Order. Sunflower & Wells selections, planted in orchard",,"Fruit Size    Medium - Large; Ripens/Harvest    September
Low acetogenins per Sheri Crabtree of Kentucky State University

Pawpaws contain various amounts of neurotoxins:
https://www.sciencedirect.com/science/article/pii/S0161813X11001975?via%253Dihub
some people get sick after eating pawpaw fruit:
https://permies.com/t/50190/Intolerance-Pawpaw-Fruit We have not tested Mango. Shenandoah was high in acetogenins. So far we have found levels to be high in: NC-1, Overleese, Mitchell, Middletown, Shenandoah, and Susquehanna, and low in: Sunflower, Wabash, Potomac, Zimmerman, and Wells. — Sheri Crabtree of Kentucky State University

p 56 Cullina, William. Native Trees, Shrubs, & Vines: A Guide to Using, Growing, and Propagating North American Woody Plants. Boston: Houghton Mifflin, 2002.
Propagation easy from seed, need shade, container because of taproot
p 85 Justice",,,,,,,,,,,,,2/13/2022 10:10am,,,,
Pawpaw Wynns winner seedling,Have,3,"""Pawpaw Wynns winner seedling (OCpicnic, 176)"",""Pawpaw Wynns winner seedling (OCpicnic, 177)"",""Pawpaw Wynns winner seedling (OCpicnic, 178)""",Selection,Asimina triloba,Annonaceae: Asimina triloba (pawpaw),no patent,,,,,,Chatham,"naturalizing,fruit",,"20200217 planted 10 (I think) https://airtable.com/tblQFENg1eGCkNz2Z/viwdezlYg15NtiCqI/rec76rvmgojXfm1Z8 
20200115 seeds still in fridge
20190915 put one of Wynn’s pawpaws out for the deer (went bad). Still have seeds from the one I ate on Friday.
20190913 Bought pawpaws at Country farm & home’s 20190913-14 Paw Paw Tasting Weekend (Wynn's Winners)
Wynn created his paw paw orchard several years ago and spent years thereafter meticulously analyzing the fruits of his labor by keeping records on pulp/seed ratio, fruit size, productivity, etc. for each of his numbered trees. … if you buy the fruit to take home, you are not only getting delicious paw paws to eat, but you are taking home seeds inside with Wynn's choice genetics for the potential of you growing your own!",,"Wynn Dinnsen's paw paw orchard, Full of Life Farms in Chatham: Wynn's Winners 
Wynn Dinnsen, 2125 Jay Shambley Rd., Pittsboro, N.C. 27312
wynn@triplants.com Full of Life Farms

p 56 Cullina, William. Native Trees, Shrubs, & Vines: A Guide to Using, Growing, and Propagating North American Woody Plants. Boston: Houghton Mifflin, 2002.
Propagation easy from seed, need shade, container because of taproot
p 85 Justice",,,,,,,,,,,,,2/13/2022 10:09am,,,,
Cryptotaenia canadensis (Honewort),Interesting,0,,Species,Cryptotaenia canadensis,Apiaceae-Apioideae-Oenantheae: Cryptotaenia canadensis,species,,,,,,"Chatham,NC","edible,shade,ground cover",,,,,,Cryptotaenia canadensis (Honewort)@Almost Eden,,,,,,,,,,,5/21/2022 6:44am,,,,
Skirret,Less interesting,0,,Species,Sium sisarum,Apiaceae-Apioideae-Oenantheae: Sium sisarum,species,,,,,,,edible,,,,"""Prefers lighter soils like carrots. "" -- here",,,,,,,,,,,,,1/27/2022 11:23am,,,,
"Taenidia integerrima (Yellow pimpernel, PM)",Have seeds,0,,Species,Taenidia integerrima,Apiaceae-Apioideae-Selineae: Taenidia spp (pimpernels),species,,,,,,,,,,,,,,,,,,,,,,,,1/27/2022 11:28am,,,,
Zizia aurea (Golden alexander),Have,1,"""Zizia aurea (Golden alexander) (Broad, 67)""",Species,Zizia aurea (L) Koch,Apiaceae-Apioideae-Selineae: Zizia spp (Alexanders),species,,,,,,Chatham,"edible,naturalizing,yellow&purple",,"20190413 Found Apiaceae: Zizia aurea (Alexanders) sprouted at road, transplanted two to rain garden N side.
20180422 blooming at road edge at E end of property line!

",,,"Dutch Buffalo Farm list 2022, with origin code 2",Zizia aurea (Golden alexander)@Dutch Buffalo Farm,,,,,,,,,,,1/6/2022 3:50pm,,,,
Lovage,Lost,2,"""Lovage (seeded, DEAD, 194)"",""Lovage (DEAD, 195)""",Species,Levisticum officinale,Apiaceae-Apioideae: Levisticum officinale,,,,,,,,,,,,,,,,,,,,,,,,,5/5/2024 5:20pm,,,,
Amsonia hubrichtii (Arkansas amsonia),Less interesting,0,,Species,Amsonia hubrichtii ,Apocynaceae: Amsonia spp,species,,,,,,US - Southeast,"naturalizing,deer ignore",,,could try on bank of rain garden?,"A sunny area plant, can't take too much shade without becomming floppy, and not native to NC. https://plants.ces.ncsu.edu/plants/amsonia-hubrichtii/ Not sure i have a place for it.","Dutch Buffalo Farm list 2022, with origin code 3",Amsonia hubrichtii (Arkansas amsonia)@Dutch Buffalo Farm,,,,,,,,,,,1/16/2022 1:41pm,,,,
Amsonia tabernaemontana (Eastern Bluestar),Interesting,0,,Species,Amsonia tabernaemontana,Apocynaceae: Amsonia spp,species,,,,,,,naturalizing,,,,"Perennial Forb/herb, 1-3 ft. high, NCBG germ code: 3->2 ||  SOIL MOISTURE: Average
LIGHT EXPOSURE: Sun, Part Shade
MINIMUM HARDINESS ZONE: 3
MAXIMUM HARDINESS ZONE: 9
GERMINATION CODE: 3 then 2
WILDLIFE VALUE: Bee Friendly, Butterfly Friendly
DEER RESISTANCE: ",NCBG 2022 Seed offer,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Amsonia x 'Blue Ice',Have,2,"""Amsonia x 'Blue Ice' (OCoffDeck, 75)"",""Amsonia x 'Blue Ice' (OCoffDeck, 76)""",,Amsonia x 'Blue Ice’,Apocynaceae: Amsonia spp,,,,,,,,,,"20200809 rescued from weeds. One has some long lanky growth, one I apparently tore off the growth, leaving a some stubby stems (that seem likely to recover)

20190907 Growers Exchange Order 110422 $38.42",,"http://www.namethatplant.net/plantdetail.shtml?plant=82

http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b167 ""‘Blue Ice’ is a bluestar cultivar that is very similar in appearance to A. tabernaemontana, except it is much more compact and produces darker blue flowers.""
https://www.monrovia.com/plant-catalog/plants/2923/blue-ice-bluestar/ ""This long flowering, more compact bluestar blooms more vigorously than the species, forming a dense mound of dark green leaves that turn a brilliant yellow in the fall. Vivid dark lavender flowers appear in early spring for a wonderful show. An herbaceous perennial.”
http://www.newmoonnursery.com/plant/Amsonia-tabernemontana-Blue-Ice ""Eastern Bluestar (Amsonia tabernaemontana) could be used as a substitute. Although plants would be taller and coarser in texture with paler flowers.""

http://www.rickdarke.com/Amsonia.pdf - mentions ""blue ice” ","""Although the parentage of this hybrid is uncertain, the foliage and flowers look most like A. tabernaemontana, with the main difference being that 'Blue Ice' is more compact and has darker blue flowers."" NCSU toolbox",,,,,,,,,,,,5/5/2024 7:25pm,,,,
Asclepias incarnata (Rose milkweed),Have,1,"""Asclepias incarnata (Rose milkweed) (OCoffDeck, 74)""",,,Apocynaceae: Asclepias spp,,,,,,,,,,,,,,,,,,,,,,,,,5/5/2024 5:19pm,,,,
Asclepias incarnata 'Cinderella',Have,1,"""Asclepias incarnata 'Cinderella' (Rain, 261)""",Selection,Asclepias incarnata 'Cinderella',Apocynaceae: Asclepias spp,species,,,,,,,,,,,,,,,,,,,,,,,,5/5/2024 6:59pm,,,,
Asclepias syriaca (Common Milkweed),Notes,0,,Species,Asclepias syriaca,Apocynaceae: Asclepias spp,species,,,,,,,naturalizing,,"+May 5, 2024 -not sure where i would grow it. Dogbane competes in the east yard, not in the ""meadow"" -- at the road?",,"Perennial Forb/herb, 3-6 ft. high, NCBG germ code: 2 ||  SOIL MOISTURE: Dry, Average, Moist/Wet
LIGHT EXPOSURE: Sun, Part Shade
MINIMUM HARDINESS ZONE: 3
MAXIMUM HARDINESS ZONE: 9
GERMINATION CODE: 2
WILDLIFE VALUE: Bee Friendly, Butterfly Friendly
DEER RESISTANCE: ",NCBG 2022 Seed offer,,,,,,,,,,,,5/5/2024 5:50pm,,,,
Asclepias tuberosa (Butterfly weed),Have,2,"""Asclepias tuberosa (Butterfly weed) (ONB, 63)"",""Asclepias tuberosa (Butterfly weed) (Other, 64)""",Species,Asclepias tuberosa,Apocynaceae: Asclepias spp,species,,,,,,Chatham,"landscaping,edible,naturalizing,under walnut",,"20200523 growing in the berm!?!  [don't know if from much earlier seeding attempt, or if roots were in soil]
2019 summer observed in 2018 & 2019 Do deer eat it? Something seems to lop off the flowers. 
201707xx Have seen A tuberosa growing by the road. ",,,"Dutch Buffalo Farm list 2022, with origin code 1",Asclepias tuberosa (Butterfly weed)@Dutch Buffalo Farm,,,,,,,,,,,1/16/2022 1:53pm,,,,
Achillea millefolium (Common yarrow),Have,0,,Species,Achillea millefolium,Asteraceae-Asteroideae-Anthemideae: Achillea spp,species,,,,,,NC - Piedmont,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 2",Achillea millefolium (Common yarrow)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 1:18pm,,,,
Yarrow in colors,Have,2,"""Yarrow in colors (OCZSun, 15)"",""Yarrow in colors (OCZSun, 16)""",Selection,Achillea millefolium (cultivated),Asteraceae-Asteroideae-Anthemideae: Achillea spp,unknown,,,,,,NC - Nativar,naturalizing,,"""Flowerburst Red Shades” Swallowtail Airtable record 

20191225 Baker's Creek Seed Order  Polish Pastels Mix Yarrow

20190526 Condition Monitoring Report in island, under black walnut, in meadow
201810xx only a few yarrow plants seem to have survived the stilt grass

20180804 Swallowtail Order ""Flowerburst Red Shades” Magnificent flower heads in lively shades of red, rose, and violet. Flowerburst Red Shades yarrow blooms all summer long. 

2018060x blooming in driveway island
20180211 Flat 4  2 rows summer pastels
Livingston, Asteraceae-Asteroideae-Anthemideae: Achillea millefolium (cultivated), “Summer pastels”, 100 mg / — seed, -- days, 1/4 in deep, 24 in apart, “24 in tall, germinates 14-21 days"", discount

20171225 Mellow Marsh Pollinator Mix
20170422: Mined the old garden plot for soil &, in the Septic Planting (meadow), put over ridges of leaf litter & sticks. Planted most of the meadow flowers in beds that ""connect the dots"" of stumps.
20170410 Park Seed $20.18 Summer Berries",,,,,,,,,,,,,,,6/25/2021 6:49pm,,,,
Pityopsis graminifolia (narrowleaf silkgrass),Tried,2,"""Pityopsis graminifolia (narrowleaf silkgrass) (DEAD, 163)"",""Pityopsis graminifolia (narrowleaf silkgrass) (DEAD, 164)""",Species,Pityopsis graminifolia,Asteraceae-Asteroideae-Astereae: Pityopsis spp (goldenasters),species,,,,,,Chatham,"naturalizing,6h sun per day,2-6h sun per day,ground cover,evergreen",,,"""it does not grow in a course (clay) soil.  ""","This is a tough, vigorous, evergreen ground cover that does poorly only if soils are too rich and damp. ... it does not grow in a course (clay) soil. -- https://plants.ces.ncsu.edu/plants/pityopsis-graminifolia/","Dutch Buffalo Farm list 2022, with origin code 3",Pityopsis graminifolia (narrowleaf silkgrass)@Dutch Buffalo Farm,,,,,,,,,,,5/5/2024 5:25pm,,,,
Symphyotrichum pilosum var. pilosum (frost aster),Have,4,"""Symphyotrichum pilosum var. pilosum (frost aster) (OCFN, OCFNWc, 103)"",""Symphyotrichum pilosum var. pilosum (frost aster) (OCFN, OCFNWc, 104)"",""Symphyotrichum pilosum var. pilosum (frost aster) (ONB, 105)"",""Symphyotrichum pilosum var. pilosum (frost aster) (OSB, 106)""",,,Asteraceae-Asteroideae-Astereae: Symphyotrichum spp,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2021 9:47pm,,,,
Symphyotrichum concolor (Eastern silver American aster),Dutch Buffalo Farm,0,,Species,Symphyotrichum concolor,Asteraceae-Asteroideae-Astereae: Symphyotrichum spp,species,,,,,,NC - Piedmont,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 1",Symphyotrichum concolor (Eastern silver American aster)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 1:18pm,,,,
